id,pos_x,pos_y,pos_z,rot_y_deg,type,width_m,depth_m,height_m,scale,district,seed,warp
106,-27.506,0.0,-22.685,232.63,Craftsmen,3.36,2.65,5.0,1.0,Craftsmen,1429458196,0.0
107,-27.203,0.0,67.663,194.18,Craftsmen,3.68,2.65,5.0,1.0,Craftsmen,1429458196,0.0
108,-27.133,0.0,66.009,184.14,Craftsmen,3.26,1.17,5.0,1.0,Craftsmen,1429458196,0.0
109,-26.976,0.0,30.571,23.93,Craftsmen,11.42,4.4,5.0,1.0,Craftsmen,1429458196,0.0
110,-26.727,0.0,-26.955,328.42,Craftsmen,2.35,1.47,5.0,1.0,Craftsmen,1429458196,0.0
111,-26.602,0.0,81.206,20.86,Craftsmen,5.41,4.23,5.0,1.0,Craftsmen,1429458196,0.0
112,-26.589,0.0,8.897,38.45,Craftsmen,8.88,3.56,5.0,1.0,Craftsmen,1429458196,0.0
113,-26.479,0.0,12.317,128.45,Craftsmen,8.79,5.45,5.0,1.0,Craftsmen,1429458196,0.0
114,-26.457,0.0,56.629,8.68,Craftsmen,7.88,3.11,5.0,1.0,Craftsmen,1429458196,0.0
115,-26.362,0.0,60.385,94.14,Craftsmen,4.67,2.53,5.0,1.0,Craftsmen,1429458196,0.0
116,-26.142,0.0,34.077,115.61,Craftsmen,9.98,6.75,5.0,1.0,Craftsmen,1429458196,0.0
117,-26.128,0.0,-19.724,313.37,Craftsmen,4.43,1.98,5.0,1.0,Craftsmen,1429458196,0.0
118,-25.421,0.0,-32.461,154.9,Craftsmen,4.53,2.7,5.0,1.0,Craftsmen,1429458196,0.0
119,-25.193,0.0,25.302,123.0,Craftsmen,4.78,3.22,5.0,1.0,Craftsmen,1429458196,0.0
120,-24.997,0.0,-17.114,49.94,Craftsmen,3.92,2.65,5.0,1.0,Craftsmen,1429458196,0.0
121,-24.861,0.0,77.269,16.75,Craftsmen,6.16,4.77,5.0,1.0,Craftsmen,1429458196,0.0
122,-24.857,0.0,82.351,110.86,Craftsmen,5.13,2.17,5.0,1.0,Craftsmen,1429458196,0.0
123,-24.623,0.0,-23.516,232.63,Craftsmen,5.54,2.94,5.0,1.0,Craftsmen,1429458196,0.0
124,-24.478,0.0,52.862,96.44,Craftsmen,5.12,4.76,5.0,1.0,Craftsmen,1429458196,0.0
125,-24.474,0.0,23.228,33.0,Craftsmen,4.28,2.36,5.0,1.0,Craftsmen,1429458196,0.0
126,-24.404,0.0,-29.321,238.42,Craftsmen,3.0,2.88,5.0,1.0,Craftsmen,1429458196,0.0
127,-24.056,0.0,49.197,3.07,Craftsmen,4.91,2.53,5.0,1.0,Craftsmen,1429458196,0.0
128,-23.653,0.0,67.881,98.14,Craftsmen,4.32,3.06,5.0,1.0,Craftsmen,1429458196,0.0
129,-23.231,0.0,72.657,104.18,Craftsmen,3.88,1.81,5.0,1.0,Craftsmen,1429458196,0.0
130,-23.081,0.0,-27.239,328.42,Craftsmen,2.96,1.94,5.0,1.0,Craftsmen,1429458196,0.0
131,-22.745,0.0,-19.063,58.42,Craftsmen,4.45,3.83,5.0,1.0,Craftsmen,1429458196,0.0
132,-22.741,0.0,18.886,123.0,Craftsmen,6.81,6.1,5.0,1.0,Craftsmen,1429458196,0.0
133,-22.499,0.0,-30.194,244.9,Craftsmen,2.69,1.59,5.0,1.0,Craftsmen,1429458196,0.0
134,-22.322,0.0,-26.039,154.88,Craftsmen,3.08,1.22,5.0,1.0,Craftsmen,1429458196,0.0
135,-22.098,0.0,60.598,179.18,Craftsmen,5.26,4.99,5.0,1.0,Craftsmen,1429458196,0.0
136,-21.985,0.0,64.011,188.14,Craftsmen,5.6,2.62,5.0,1.0,Craftsmen,1429458196,0.0
137,-21.42,0.0,73.088,110.86,Craftsmen,4.13,2.34,5.0,1.0,Craftsmen,1429458196,0.0
138,-21.301,0.0,68.31,98.14,Craftsmen,4.5,1.72,5.0,1.0,Craftsmen,1429458196,0.0
139,-21.222,0.0,43.997,183.07,Craftsmen,14.14,6.16,5.0,1.0,Craftsmen,1429458196,0.0
140,-20.957,0.0,-27.748,58.89,Craftsmen,3.3,1.22,5.0,1.0,Craftsmen,1429458196,0.0
141,-20.763,0.0,14.157,188.96,Craftsmen,8.8,6.23,5.0,1.0,Craftsmen,1429458196,0.0
142,-20.733,0.0,27.415,203.93,Craftsmen,6.14,4.43,5.0,1.0,Craftsmen,1429458196,0.0
143,-20.675,0.0,-23.369,238.42,Craftsmen,5.38,3.0,5.0,1.0,Craftsmen,1429458196,0.0
144,-20.583,0.0,54.539,276.44,Craftsmen,6.36,3.35,5.0,1.0,Craftsmen,1429458196,0.0
145,-19.686,0.0,68.43,110.86,Craftsmen,4.93,2.42,5.0,1.0,Craftsmen,1429458196,0.0
146,-19.296,0.0,-19.875,68.94,Craftsmen,2.43,2.03,5.0,1.0,Craftsmen,1429458196,0.0
147,-18.426,0.0,23.952,214.52,Craftsmen,5.55,3.63,5.0,1.0,Craftsmen,1429458196,0.0
148,-18.279,0.0,49.813,186.44,Craftsmen,6.87,3.55,5.0,1.0,Craftsmen,1429458196,0.0
149,-18.032,0.0,64.169,110.86,Craftsmen,3.57,2.37,5.0,1.0,Craftsmen,1429458196,0.0
150,-17.262,0.0,60.485,269.18,Craftsmen,4.9,3.22,5.0,1.0,Craftsmen,1429458196,0.0
151,-17.149,0.0,54.442,269.18,Craftsmen,5.98,4.24,5.0,1.0,Craftsmen,1429458196,0.0
152,-16.884,0.0,21.442,33.0,Craftsmen,5.31,2.4,5.0,1.0,Craftsmen,1429458196,0.0
153,-16.784,0.0,29.723,293.93,Craftsmen,3.42,2.96,5.0,1.0,Craftsmen,1429458196,0.0
154,-15.12,0.0,18.682,38.45,Craftsmen,5.72,4.63,5.0,1.0,Craftsmen,1429458196,0.0
155,-14.948,0.0,-55.675,160.75,Craftsmen,8.44,6.72,5.0,1.0,Craftsmen,1429458196,0.0
156,-14.902,0.0,26.325,124.52,Craftsmen,3.71,3.14,5.0,1.0,Craftsmen,1429458196,0.0
157,-13.292,0.0,-49.526,154.07,Craftsmen,8.73,5.62,5.0,1.0,Craftsmen,1429458196,0.0
158,-13.218,0.0,31.608,203.93,Craftsmen,5.09,2.87,5.0,1.0,Craftsmen,1429458196,0.0
159,-12.102,0.0,22.299,308.45,Craftsmen,6.54,3.5,5.0,1.0,Craftsmen,1429458196,0.0
160,-11.007,0.0,25.622,109.77,Craftsmen,10.86,4.76,5.0,1.0,Craftsmen,1429458196,0.0
161,-10.999,0.0,50.86,9.53,Craftsmen,4.07,3.07,5.0,1.0,Craftsmen,1429458196,0.0
162,-10.983,0.0,-33.724,67.05,Craftsmen,2.78,1.41,5.0,1.0,Craftsmen,1429458196,0.0
163,-10.641,0.0,-37.263,33.86,Craftsmen,4.59,2.28,5.0,1.0,Craftsmen,1429458196,0.0
164,-10.182,0.0,59.952,5.87,Craftsmen,7.35,5.47,5.0,1.0,Craftsmen,1429458196,0.0
165,-10.047,0.0,46.974,12.63,Craftsmen,4.6,3.96,5.0,1.0,Craftsmen,1429458196,0.0
166,-9.731,0.0,-41.811,64.07,Craftsmen,11.37,9.07,5.0,1.0,Craftsmen,1429458196,0.0
167,-9.674,0.0,-30.825,238.68,Craftsmen,3.67,1.82,5.0,1.0,Craftsmen,1429458196,0.0
168,-9.082,0.0,42.666,282.54,Craftsmen,4.88,4.61,5.0,1.0,Craftsmen,1429458196,0.0
169,-8.663,0.0,-35.104,157.05,Craftsmen,3.93,2.92,5.0,1.0,Craftsmen,1429458196,0.0
170,-8.068,0.0,38.144,10.01,Craftsmen,4.81,4.61,5.0,1.0,Craftsmen,1429458196,0.0
171,-7.673,0.0,55.68,9.53,Craftsmen,4.09,3.81,5.0,1.0,Craftsmen,1429458196,0.0
172,-7.596,0.0,-31.971,247.05,Craftsmen,3.68,3.46,5.0,1.0,Craftsmen,1429458196,0.0
173,-7.311,0.0,-28.189,321.46,Craftsmen,5.51,3.66,5.0,1.0,Craftsmen,1429458196,0.0
174,-7.093,0.0,33.762,190.01,Craftsmen,4.58,2.36,5.0,1.0,Craftsmen,1429458196,0.0
175,-6.871,0.0,51.94,9.53,Craftsmen,4.43,3.83,5.0,1.0,Craftsmen,1429458196,0.0
176,-6.645,0.0,29.112,102.75,Craftsmen,2.87,2.11,5.0,1.0,Craftsmen,1429458196,0.0
177,-6.346,0.0,31.863,199.77,Craftsmen,4.23,2.39,5.0,1.0,Craftsmen,1429458196,0.0
178,-5.481,0.0,-60.152,160.75,Craftsmen,12.39,8.93,5.0,1.0,Craftsmen,1429458196,0.0
179,-4.579,0.0,29.557,109.77,Craftsmen,3.15,2.44,5.0,1.0,Craftsmen,1429458196,0.0
180,-4.407,0.0,47.128,282.63,Craftsmen,5.57,5.27,5.0,1.0,Craftsmen,1429458196,0.0
181,-4.354,0.0,-34.2,261.94,Craftsmen,4.78,2.65,5.0,1.0,Craftsmen,1429458196,0.0
182,-4.078,0.0,-30.194,261.94,Craftsmen,3.23,2.07,5.0,1.0,Craftsmen,1429458196,0.0
183,-3.884,0.0,60.157,180.0,Craftsmen,7.18,4.28,5.0,1.0,Craftsmen,1429458196,0.0
184,-3.808,0.0,-52.913,340.75,Craftsmen,10.7,4.64,5.0,1.0,Craftsmen,1429458196,0.0
185,-3.545,0.0,26.437,192.75,Craftsmen,6.34,3.72,5.0,1.0,Craftsmen,1429458196,0.0
186,-3.393,0.0,-32.654,171.94,Craftsmen,3.13,1.45,5.0,1.0,Craftsmen,1429458196,0.0
187,-3.29,0.0,33.567,280.01,Craftsmen,4.07,2.84,5.0,1.0,Craftsmen,1429458196,0.0
188,-3.252,0.0,40.521,102.63,Craftsmen,7.83,4.64,5.0,1.0,Craftsmen,1429458196,0.0
189,-2.822,0.0,54.945,97.41,Craftsmen,8.58,6.21,5.0,1.0,Craftsmen,1429458196,0.0
190,-2.711,0.0,-27.801,140.42,Craftsmen,3.93,2.59,5.0,1.0,Craftsmen,1429458196,0.0
191,-2.457,0.0,-37.086,329.34,Craftsmen,4.83,2.08,5.0,1.0,Craftsmen,1429458196,0.0
192,-2.446,0.0,30.349,102.75,Craftsmen,3.43,2.47,5.0,1.0,Craftsmen,1429458196,0.0
193,-2.423,0.0,-43.77,244.07,Craftsmen,7.79,4.59,5.0,1.0,Craftsmen,1429458196,0.0
194,-2.288,0.0,-34.658,48.04,Craftsmen,2.58,1.33,5.0,1.0,Craftsmen,1429458196,0.0
195,-2.286,0.0,-49.94,334.07,Craftsmen,10.23,3.19,5.0,1.0,Craftsmen,1429458196,0.0
196,-1.474,0.0,22.22,307.22,Craftsmen,7.94,5.53,5.0,1.0,Craftsmen,1429458196,0.0
197,-1.335,0.0,-26.263,320.42,Craftsmen,3.76,1.53,5.0,1.0,Craftsmen,1429458196,0.0
198,-0.465,0.0,-35.998,318.04,Craftsmen,3.17,3.02,5.0,1.0,Craftsmen,1429458196,0.0
199,-0.38,0.0,-29.77,323.27,Craftsmen,2.28,2.06,5.0,1.0,Craftsmen,1429458196,0.0
200,-0.32,0.0,47.807,279.53,Craftsmen,5.29,3.29,5.0,1.0,Craftsmen,1429458196,0.0
201,0.343,0.0,41.36,97.41,Craftsmen,8.11,3.44,5.0,1.0,Craftsmen,1429458196,0.0
202,0.456,0.0,-33.318,327.51,Craftsmen,3.95,1.68,5.0,1.0,Craftsmen,1429458196,0.0
203,0.527,0.0,34.622,190.01,Craftsmen,4.18,3.32,5.0,1.0,Craftsmen,1429458196,0.0
204,0.749,0.0,-25.552,320.42,Craftsmen,5.82,2.22,5.0,1.0,Craftsmen,1429458196,0.0
205,0.757,0.0,-22.666,56.48,Craftsmen,3.23,2.26,5.0,1.0,Craftsmen,1429458196,0.0
206,0.846,0.0,-28.293,140.42,Craftsmen,2.18,1.88,5.0,1.0,Craftsmen,1429458196,0.0
207,1.071,0.0,32.001,190.01,Craftsmen,4.02,2.03,5.0,1.0,Craftsmen,1429458196,0.0
208,1.343,0.0,-38.473,237.51,Craftsmen,3.63,1.88,5.0,1.0,Craftsmen,1429458196,0.0
209,2.019,0.0,-46.141,244.07,Craftsmen,7.41,5.47,5.0,1.0,Craftsmen,1429458196,0.0
210,2.435,0.0,-23.614,56.48,Craftsmen,3.5,1.59,5.0,1.0,Craftsmen,1429458196,0.0
211,2.678,0.0,49.475,277.41,Craftsmen,5.53,2.08,5.0,1.0,Craftsmen,1429458196,0.0
212,3.598,0.0,-39.808,239.34,Craftsmen,3.57,3.47,5.0,1.0,Craftsmen,1429458196,0.0
213,4.031,0.0,-31.828,51.83,Craftsmen,4.06,2.02,5.0,1.0,Craftsmen,1429458196,0.0
214,4.056,0.0,-25.68,326.48,Craftsmen,3.4,1.85,5.0,1.0,Craftsmen,1429458196,0.0
215,4.423,0.0,-36.753,327.51,Craftsmen,5.23,2.58,5.0,1.0,Craftsmen,1429458196,0.0
216,4.48,0.0,57.359,277.41,Craftsmen,10.96,7.69,5.0,1.0,Craftsmen,1429458196,0.0
217,4.839,0.0,45.529,187.41,Craftsmen,5.35,2.85,5.0,1.0,Craftsmen,1429458196,0.0
218,4.953,0.0,-24.02,331.27,Craftsmen,3.25,2.19,5.0,1.0,Craftsmen,1429458196,0.0
219,5.003,0.0,42.947,187.41,Craftsmen,5.01,2.31,5.0,1.0,Craftsmen,1429458196,0.0
220,5.116,0.0,-33.889,323.27,Craftsmen,2.29,2.03,5.0,1.0,Craftsmen,1429458196,0.0
221,5.257,0.0,39.938,187.41,Craftsmen,4.74,3.72,5.0,1.0,Craftsmen,1429458196,0.0
222,5.401,0.0,49.535,271.79,Craftsmen,5.35,3.87,5.0,1.0,Craftsmen,1429458196,0.0
223,5.449,0.0,-29.819,141.83,Craftsmen,2.27,1.52,5.0,1.0,Craftsmen,1429458196,0.0
224,5.907,0.0,-61.678,349.19,Craftsmen,11.08,5.74,5.0,1.0,Craftsmen,1429458196,0.0
225,6.397,0.0,-34.88,233.27,Craftsmen,1.98,0.95,5.0,1.0,Craftsmen,1429458196,0.0
226,6.51,0.0,-56.641,340.75,Craftsmen,10.47,4.41,5.0,1.0,Craftsmen,1429458196,0.0
227,6.686,0.0,-42.622,149.55,Craftsmen,3.52,1.89,5.0,1.0,Craftsmen,1429458196,0.0
228,7.077,0.0,-32.151,51.83,Craftsmen,3.18,3.17,5.0,1.0,Craftsmen,1429458196,0.0
229,7.298,0.0,-40.586,329.55,Craftsmen,2.51,2.24,5.0,1.0,Craftsmen,1429458196,0.0
230,7.356,0.0,-35.611,233.27,Craftsmen,1.95,1.46,5.0,1.0,Craftsmen,1429458196,0.0
231,7.38,0.0,-26.876,66.23,Craftsmen,5.17,2.88,5.0,1.0,Craftsmen,1429458196,0.0
232,7.765,0.0,-53.632,337.11,Craftsmen,7.45,2.75,5.0,1.0,Craftsmen,1429458196,0.0
233,7.822,0.0,-50.203,247.11,Craftsmen,9.11,7.58,5.0,1.0,Craftsmen,1429458196,0.0
234,8.636,0.0,-33.413,59.55,Craftsmen,3.32,1.26,5.0,1.0,Craftsmen,1429458196,0.0
235,8.816,0.0,-41.474,56.24,Craftsmen,2.3,1.14,5.0,1.0,Craftsmen,1429458196,0.0
236,8.871,0.0,-39.021,146.24,Craftsmen,3.77,2.26,5.0,1.0,Craftsmen,1429458196,0.0
237,9.784,0.0,-44.979,146.24,Craftsmen,3.17,1.16,5.0,1.0,Craftsmen,1429458196,0.0
238,10.189,0.0,-36.075,145.72,Craftsmen,3.12,2.93,5.0,1.0,Craftsmen,1429458196,0.0
239,10.376,0.0,-28.437,59.55,Craftsmen,6.04,3.3,5.0,1.0,Craftsmen,1429458196,0.0
